,last_scraped,name,description,neighborhood_overview,picture_url,host_name,host_since,host_about,host_response_time,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,property_type,room_type,bathrooms_text,amenities,calendar_updated,has_availability,calendar_last_scraped,last_review,license,instant_bookable,id,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
2426,17/09/2024,Queen-Deluxe-Ensuite with Shower-Maria Carolina,"Very modern accommodation facility, located in the heart of Naples, equipped with all comforts, fully air conditioned, bathrooms in all rooms, technologies such as smart TV, WIFI, free connection served by fiber optics, mini bar service in the room.","Very modern accommodation facility, located in the heart of Naples, served by all public transport, 50 meters from the metro with which you can reach in a few minutes the hilly area of Naples,where all the hospital facilities of the city are located. We are less than 200 meters from the port, where you can embark for the islands of the Gulf and all other destinations, in particular places such as Sorrento, Amalfi, Positano and more.",https://a0.muscache.com/pictures/d3d8e7af-0dc0-4678-9d68-a924cd032add.jpg,Francesco,16/04/2019,Sin especificar,Sin especificar,f,"['email', 'phone']",t,t,"Napoli, Campania, Italy",Room in bed and breakfast,Hotel room,1 bath,"[""Hot water"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Coffee maker"", ""Extra pillows and blankets"", ""Breakfast"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""TV with standard cable"", ""Cleaning available during stay"", ""Microwave"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Refrigerator"", ""Air conditioning"", ""Bed linens"", ""Crib""]",Sin especificar,t,17/09/2024,18/08/2019,Sin especificar,t,34192583.0,1.0,0.9,7.0,8.0,2.0,1.0,1.0,2.0,138.0,1.0,200.5,8,34,243,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02
2427,17/09/2024,Double room-Superior-Ensuite with Shower-Isabella di Chiaromonte,"Very modern accommodation facility, located in the heart of Naples, equipped with all comforts, fully air conditioned, bathrooms in all rooms, technologies such as smart TV, WIFI, free connection served by fiber optics, mini bar service in the room.","Very modern accommodation facility, located in the heart of Naples, served by all public transport, 50 meters from the metro with which you can reach in a few minutes the hilly area of Naples,where all the hospital facilities of the city are located. We are less than 200 meters from the port, where you can embark for the islands of the Gulf and all other destinations, in particular places such as Sorrento, Amalfi, Positano and more.",https://a0.muscache.com/pictures/bb97780f-e7e8-4af0-b37a-35b9ebd1ec93.jpg,Francesco,16/04/2019,Sin especificar,Sin especificar,f,"['email', 'phone']",t,t,"Napoli, Campania, Italy",Room in bed and breakfast,Hotel room,1 bath,"[""Hot water"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Extra pillows and blankets"", ""Breakfast"", ""Heating"", ""TV with standard cable"", ""Cleaning available during stay"", ""Microwave"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Pocket wifi"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Refrigerator"", ""Air conditioning"", ""Bed linens"", ""Outlet covers"", ""Crib""]",Sin especificar,t,17/09/2024,27/08/2023,Sin especificar,t,34192585.0,1.0,0.9,7.0,8.0,2.0,1.0,1.0,2.0,138.0,1.0,200.5,6,21,227,2.0,0.0,0.0,5.0,5.0,5.0,4.9,5.0,4.5,5.0,0.13
2428,17/09/2024,Double room-Ensuite with Shower-Margherita di Borgogna,"Very modern accommodation facility,  located in the heart of Naples, equipped with all comforts, fully air conditioned, bathrooms in all rooms, technologies such as smart TV, WIFI, free connection served by fiber optics, mini bar service in the room.","Very modern accommodation facility, located in the heart of Naples, served by all public transport, 50 meters from the metro with which you can reach in a few minutes the hilly area of Naples,where all the hospital facilities of the city are located. We are less than 200 meters from the port, where you can embark for the islands of the Gulf and all other destinations, in particular places such as Sorrento, Amalfi, Positano and more.",https://a0.muscache.com/pictures/1fff1a18-6ace-47e4-bbe8-ca86d32f1492.jpg,Francesco,16/04/2019,Sin especificar,Sin especificar,f,"['email', 'phone']",t,t,"Napoli, Campania, Italy",Room in bed and breakfast,Hotel room,1 bath,"[""Hot water"", ""Essentials"", ""Elevator"", ""Breakfast"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""TV with standard cable"", ""Cleaning available during stay"", ""Microwave"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Air conditioning"", ""Bed linens"", ""Ethernet connection"", ""Outlet covers"", ""Crib""]",Sin especificar,t,17/09/2024,Sin especificar,Sin especificar,t,34192588.0,1.0,0.9,7.0,8.0,2.0,1.0,1.0,2.0,138.0,1.0,200.5,5,18,211,0.0,0.0,0.0,4.7,4.9,4.9,4.9,5.0,4.8,4.8,0.9
2435,17/09/2024,B&B La Scelta Stanza dell'arte,It is an old apartment dating back to the early 1900s in an elegant and elegant building. It has been completely renovated but keeps the charm of yesteryear intact. Two rooms are available with private bathrooms. There is no kitchen use. Since it is a family accommodation in b&b there are no directions outside the building but there is the 24/24 guard. Ask at the concierge. The apartment is located on the B staircase (second right entering) on the second floor inside 6,"The apartment is located on the seafront of Santa Lucia just steps from Piazza del Plebiscito, Palazzo Reale and Castel dell 'Ovo. It is also very close to the historic and commercial centre.",https://a0.muscache.com/pictures/miso/Hosting-34499988/original/50cb3065-a17d-4f88-8b78-78287c90a887.jpeg,Giulio,07/05/2019,Sin especificar,within an hour,f,"['email', 'phone']",t,t,"Napoli, Campania, Italy",Room in bed and breakfast,Hotel room,1 private bath,"[""Smoke alarm"", ""Hot water"", ""Mini fridge"", ""Essentials"", ""Elevator"", ""Coffee maker"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Washer"", ""Iron"", ""Extra pillows and blankets"", ""Cleaning products"", ""AC - split type ductless system"", ""Freezer"", ""Waterfront"", ""Board games"", ""Breakfast"", ""Carbon monoxide alarm"", ""Bidet"", ""Body soap"", ""Heating"", ""Fire extinguisher"", ""Room-darkening shades"", ""Trash compactor"", ""Clothing storage: closet and dresser"", ""Paid parking garage off premises"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Host greets you"", ""Wine glasses"", ""Shampoo"", ""Hangers"", ""Private patio or balcony"", ""Wifi"", ""Haier refrigerator"", ""Bed linens"", ""Ethernet connection"", ""TV"", ""Dining table"", ""Shower gel"", ""Single level home"", ""First aid kit"", ""Conditioner"", ""Books and reading material"", ""Hot water kettle"", ""Exercise equipment: treadmill, yoga mat"", ""Coffee""]",Sin especificar,t,17/09/2024,29/12/2019,IT063049C16JG3MI7U,f,34499988.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,85.0,2.0,28.0,2,11,242,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02
2437,17/09/2024,Petrucci B&B - Room 57,"Petrucci B&B is located in the heart of Naples. The room of about 20 square meters is equipped with all comforts, located on the first floor of the building, (with elevator not charge) . Double room (possible extra-bed addition), with dependent entrance, double bed, private bathroom, air conditioning, open wardrobe and Smart TV. <br />Shared air consisting of armchairs, fully equipped kitchen, Smart TV, air conditioners, Wifi. All the elements are completely new and working.","Just outside the house, there are various supermarkets, a residential market, 200 meters from Pizzeria Concettina dei Tres Santi, 700 meters from the famous Decumani with their numerous pizzerias, Poppella pastry shop 100 meters away, various bars and tobacco shops.<br />Just outside the palace is the famous Vineria Sepe, where you can enjoy a typical aperitivo with products from Campanian cuisine.",https://a0.muscache.com/pictures/82965010-c0f1-488e-88fa-9b863803da8c.jpg,Ciro,07/05/2019,Sin especificar,within an hour,t,"['email', 'phone']",t,t,"Napoli, Campania, Italy",Room in bed and breakfast,Hotel room,1 private bath,"[""TV"", ""Exterior security cameras on property"", ""Breakfast"", ""Kitchen"", ""Essentials"", ""Shampoo"", ""Fire extinguisher"", ""First aid kit"", ""Elevator"", ""Hangers"", ""Wifi"", ""Air conditioning"", ""Hair dryer""]",Sin especificar,t,17/09/2024,Sin especificar,Sin especificar,t,34507409.0,1.0,1.0,4.0,4.0,3.0,1.0,3.0,2.0,123.0,1.0,20.0,26,51,104,0.0,0.0,0.0,4.7,4.9,4.9,4.9,5.0,4.8,4.8,0.9
2438,17/09/2024,Petrucci B&B - Room 45,"Petrucci B&B is located in the heart of Naples. The room of about 20 square meters is equipped with all comforts, is located on the first floor of the building, (with elevator not charged) . Double room (possible extra-bed addition), with dependent entrance, double bed, private bathroom, air conditioning, open wardrobe and Smart TV. <br />Shared air consisting of armchairs, fully equipped kitchen, Smart TV, air conditioners, Wifi. All the elements are completely new and working.","Just outside the house, there are various supermarkets, a residential market, 200 meters from Pizzeria Concettina dei Tres Santi, 700 meters from the famous Decumani with their numerous pizzerias, Poppella pastry shop 100 meters away, various bars and tobacco shops.<br />Just outside the palace is the famous Vineria Sepe, where you can enjoy a typical aperitivo with products from Campanian cuisine.",https://a0.muscache.com/pictures/d98aa277-2f4c-4e41-bd83-59697e8f1980.jpg,Ciro,07/05/2019,Sin especificar,within an hour,t,"['email', 'phone']",t,t,"Napoli, Campania, Italy",Room in bed and breakfast,Hotel room,1 private bath,"[""TV"", ""Breakfast"", ""Kitchen"", ""Essentials"", ""Shampoo"", ""Fire extinguisher"", ""First aid kit"", ""Elevator"", ""Hangers"", ""Wifi"", ""Air conditioning"", ""Hair dryer""]",Sin especificar,t,17/09/2024,Sin especificar,Sin especificar,t,34510717.0,1.0,1.0,4.0,4.0,3.0,1.0,3.0,2.0,123.0,1.0,20.0,24,44,97,0.0,0.0,0.0,4.7,4.9,4.9,4.9,5.0,4.8,4.8,0.9
2441,17/09/2024,Petrucci B&B - Room 19,"Petrucci B&B is located in the heart of Naples. The room of about 20 square meters is equipped with all comforts, located on the first floor of the building, (with elevator not charge) . Double room (possible extra-bed addition), with dependent entrance, double bed, private bathroom, air conditioning, open wardrobe and Smart TV. <br />Shared air consisting of armchairs, fully equipped kitchen, Smart TV, air conditioners, Wifi. All the elements are completely new and working.","Just outside the house, there are various supermarkets, a residential market, 200 meters from Pizzeria Concettina dei Tres Santi, 700 meters from the famous Decumani with their numerous pizzerias, Poppella pastry shop 100 meters away, various bars and tobacco shops.<br />Just outside the palace is the famous Vineria Sepe, where you can enjoy a typical aperitivo with products from Campanian cuisine.",https://a0.muscache.com/pictures/d2ef144d-0cd7-4782-bd39-b58f44dbf44e.jpg,Ciro,07/05/2019,Sin especificar,within an hour,t,"['email', 'phone']",t,t,"Napoli, Campania, Italy",Room in bed and breakfast,Hotel room,1 private bath,"[""TV"", ""Breakfast"", ""Kitchen"", ""Essentials"", ""Shampoo"", ""Fire extinguisher"", ""First aid kit"", ""Elevator"", ""Hangers"", ""Wifi"", ""Air conditioning"", ""Hair dryer""]",Sin especificar,t,17/09/2024,Sin especificar,Sin especificar,t,34538363.0,1.0,1.0,4.0,4.0,2.0,1.0,3.0,1.0,123.0,1.0,20.0,27,52,105,0.0,0.0,0.0,4.7,4.9,4.9,4.9,5.0,4.8,4.8,0.9
2467,17/09/2024,aroma B&B - Robusta Room,The room recalls the type of coffee blend Robusta by nature sweet and strong just like our room. The furnishings are industrial but with a touch of antiquity given by the floors of the late 800 already present in the property. The freedom of entry and exit from the accommodation is unparalleled as it is managed independently by your smartphone at no additional cost.,Sin especificar,https://a0.muscache.com/pictures/4e358db2-c095-42b0-82f6-9fa4287bb8f3.jpg,Luisa,11/06/2019,"Per far capire chi siamo, dobbiamo parlare del nostro progetto di accoglienza nella nostra amata Napoli. L'idea ci Ã¨ venuta per voler dare una nuova vita al nostro appartamento in centro storico desiderando di far vivere la prima esperienza di viaggio proprio nel nostro BnB (Best Neapolitan Bedrooms) centrandolo sul vero ""aroma"" di Napoli: il caffÃ¨! eh si, perchÃ¨ il caffÃ¨, nella sua semplicitÃ , accoglie, rigenera e fa sentire a casa! :-)",Sin especificar,f,"['email', 'phone']",t,t,Sin especificar,Room in bed and breakfast,Hotel room,1 private bath,"[""TV"", ""Exterior security cameras on property"", ""Breakfast"", ""Outdoor furniture"", ""Heating"", ""Essentials"", ""Shampoo"", ""Fire extinguisher"", ""First aid kit"", ""Elevator"", ""Hangers"", ""Paid parking on premises"", ""Wifi"", ""Air conditioning"", ""Hair dryer"", ""Pets allowed""]",Sin especificar,t,17/09/2024,27/06/2019,Sin especificar,t,35675299.0,1.0,0.9,3.0,4.0,2.0,1.0,1.0,2.2,117.6,1.0,200.5,28,58,135,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02
2469,17/09/2024,aroma B&B - Excelsa Room,"The room recalls the blend of excellent coffee, which recalls the smell and flavor of liquorice, caramel and chocolate, just like its precious furnishings full of color. A room with a strong and strong taste. The freedom of entry is the distinctive feature of the accommodation, simply with the use of your smartphone!!!",Sin especificar,https://a0.muscache.com/pictures/e2ad447c-aa15-49f7-ac67-64b326484ab0.jpg,Luisa,11/06/2019,"Per far capire chi siamo, dobbiamo parlare del nostro progetto di accoglienza nella nostra amata Napoli. L'idea ci Ã¨ venuta per voler dare una nuova vita al nostro appartamento in centro storico desiderando di far vivere la prima esperienza di viaggio proprio nel nostro BnB (Best Neapolitan Bedrooms) centrandolo sul vero ""aroma"" di Napoli: il caffÃ¨! eh si, perchÃ¨ il caffÃ¨, nella sua semplicitÃ , accoglie, rigenera e fa sentire a casa! :-)",Sin especificar,f,"['email', 'phone']",t,t,Sin especificar,Room in bed and breakfast,Hotel room,1 private bath,"[""TV"", ""Exterior security cameras on property"", ""Outdoor furniture"", ""Heating"", ""Essentials"", ""Shampoo"", ""Fire extinguisher"", ""Elevator"", ""Paid parking on premises"", ""Hangers"", ""Wifi"", ""Dedicated workspace"", ""Air conditioning"", ""Hair dryer"", ""Pets allowed""]",Sin especificar,t,17/09/2024,Sin especificar,Sin especificar,t,35676709.0,1.0,0.9,3.0,4.0,3.0,1.0,1.0,2.2,117.6,1.0,200.5,23,53,130,0.0,0.0,0.0,4.7,4.9,4.9,4.9,5.0,4.8,4.8,0.9
2490,17/09/2024,suite rose,"the property is 500 metres from the central station of Naples and the metro , 4 km from the international airport of Naples, you can see everything on foot being in the center and book fantastic paid tours in the structure",Sin especificar,https://a0.muscache.com/pictures/2145dd00-46ea-4977-ac89-a8eba0aca80f.jpg,Rossella,19/06/2019,Sin especificar,Sin especificar,f,"['email', 'phone']",t,t,Sin especificar,Room in bed and breakfast,Hotel room,1 private bath,"[""Hot water"", ""Exterior security cameras on property"", ""Outdoor playground"", ""Essentials"", ""Kitchen"", ""Elevator"", ""Coffee maker"", ""Cooking basics"", ""Heating"", ""Dishes and silverware"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Shampoo"", ""Wifi"", ""Refrigerator"", ""Air conditioning"", ""Stove"", ""TV"", ""Paid parking off premises""]",Sin especificar,t,17/09/2024,03/10/2019,Sin especificar,f,35894995.0,1.0,0.9,2.0,2.0,4.0,1.0,1.0,2.2,117.6,1.0,200.5,0,0,0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02
2542,17/09/2024,Piazza CaritÃ ,"Located on the fourth floor of a prestigious building from the 1930s, overlooking Via Toledo and Piazza CaritÃ  ( the Heart of Naples)  with airy and comfortable environments, modernly equipped and renovated, All 6 rooms are equipped with private bathroom, hairdryer, air conditioning ,TV, internet connection, minibar and safe.",Sin especificar,https://a0.muscache.com/pictures/9ce12e8c-1f52-44da-aefb-c36aa482e92f.jpg,Fabrizio,14/06/2016,"Sono Di Napoli , zona Vomero, mi piace conoscere gente proveniente da tutte le parti del mondo , sono un amante della fotografia e mi piace suonare la batteria. ",within an hour,t,"['email', 'phone']",t,t,Sin especificar,Room in boutique hotel,Hotel room,1 shared bath,"[""Smoke alarm"", ""Hot water"", ""TV"", ""Exterior security cameras on property"", ""Heating"", ""Essentials"", ""Shampoo"", ""Fire extinguisher"", ""Elevator"", ""Hangers"", ""Wifi"", ""Refrigerator"", ""Air conditioning"", ""Hair dryer""]",Sin especificar,t,17/09/2024,10/05/2024,543941,t,35325772.0,1.0,0.97,4.0,5.0,2.0,1.0,1.0,1.0,100.0,1.0,200.5,3,28,277,38.0,4.0,0.0,4.87,4.84,4.89,4.95,4.92,5.0,4.82,0.6
2553,17/09/2024,Hotel Palazzo Argenta - Double Room,"Located near Naples Capodichino Airport, it has double and twin rooms with modern furnishings. The wifi is free and is available both in the common areas and in the rooms. The international breakfast is enriched with traditional Neapolitan products",Sin especificar,https://a0.muscache.com/pictures/9a20bc9f-8f8b-465f-8e15-6d317eb28c4e.jpg,Lucia,06/06/2019,Sin especificar,Sin especificar,f,"['email', 'phone']",t,t,Sin especificar,Room in hotel,Hotel room,1 bath,"[""Hot water"", ""TV"", ""Luggage dropoff allowed"", ""Breakfast"", ""Essentials"", ""Shampoo"", ""Elevator"", ""Paid parking off premises"", ""Wifi"", ""Air conditioning"", ""Bed linens"", ""Hair dryer""]",Sin especificar,t,17/09/2024,11/02/2024,Sin especificar,t,35438556.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,78.0,1.0,200.5,9,34,339,36.0,3.0,0.0,4.86,4.89,4.78,4.89,4.78,4.8,4.75,0.56
2568,17/09/2024,Calrlo III double Room with balcony in City Center,"The brand new structure is entirely covered by wi-fi and is furnished  in a classic and elegant style, with attention to every detail to offer guests an unforgettable experience.<br /><br />Elegantly furnished, the rooms of the Bourbon residence are  equipped with all comforts , private bathroom with large chromotherapy shower, hairdryer , toiletries, flat screen LED TV, wi-fi internet, air conditioning , minibar and private balcony.",Sin especificar,https://a0.muscache.com/pictures/3aa499db-4612-4121-ac50-7b36107014f6.jpg,Domusmia S.R.L.S.,10/12/2018,Sin especificar,Sin especificar,f,"['email', 'phone']",t,t,Sin especificar,Room in bed and breakfast,Hotel room,1 private bath,"[""Smoke alarm"", ""Hot water"", ""Essentials"", ""Elevator"", ""Self check-in"", ""Iron"", ""Extra pillows and blankets"", ""Breakfast"", ""Carbon monoxide alarm"", ""Heating"", ""TV with standard cable"", ""Fire extinguisher"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Air conditioning"", ""Bed linens"", ""Ethernet connection"", ""Long term stays allowed"", ""Paid parking off premises"", ""First aid kit"", ""Building staff""]",Sin especificar,t,17/09/2024,01/08/2022,Sin especificar,t,36972290.0,1.0,0.9,4.0,4.0,2.0,1.0,1.0,1.0,170.0,1.0,200.5,4,11,86,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04
2569,17/09/2024,Maria Carolina Double Room  in the City Center,"The brand new structure is entirely covered by wi-fi and is furnished  in a classic and elegant style, with attention to every detail to offer guests an unforgettable experience.<br /><br />Elegantly furnished, the rooms of the Bourbon residence are  equipped with all comforts , private bathroom with large chromotherapy shower, hairdryer , toiletries, flat screen LED TV, wi-fi internet, air conditioning , minibar and private balcony.",Sin especificar,https://a0.muscache.com/pictures/c23bb655-cd2b-42a1-97b7-103036f2be2c.jpg,Domusmia S.R.L.S.,10/12/2018,Sin especificar,Sin especificar,f,"['email', 'phone']",t,t,Sin especificar,Room in bed and breakfast,Hotel room,1 private bath,"[""Smoke alarm"", ""Hot water"", ""Essentials"", ""Elevator"", ""Self check-in"", ""Iron"", ""Extra pillows and blankets"", ""Breakfast"", ""Carbon monoxide alarm"", ""Heating"", ""Fire extinguisher"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Air conditioning"", ""Bed linens"", ""Ethernet connection"", ""TV"", ""Long term stays allowed"", ""Paid parking off premises"", ""First aid kit"", ""Building staff""]",Sin especificar,t,17/09/2024,Sin especificar,Sin especificar,t,36972380.0,1.0,0.9,4.0,4.0,2.0,1.0,1.0,2.2,117.6,1.0,200.5,2,5,56,0.0,0.0,0.0,4.7,4.9,4.9,4.9,5.0,4.8,4.8,0.9
2583,17/09/2024,Vesuvio CameraTripla for 3 people We-Fi free,"Amazing room in the center of city! Quiet and comfortable! Wi-Fi free and self check in free. <br /><br />Our baby is comfortable and centrally located. You'll have everything you need for your stay without sharing any spaces with the host or other guests. The rooms have a fridge, TV, safe, kettle and tea making facilities, free Wi-Fi and a private bathroom with hairdryer and linen. Central district to reach the whole city on foot or by metro!!","Central district of Naples, great solution if you want to get around by means of transport that are all less than 100m away. Also from and to the airport  there is the alibus stop at 10mt. Great support also for business trips, we are very close to the management center and the court. <br />All attractions of cultural interest are within walking distance. <br />Nearby are all supermarkets, pharmacies, taxis, currency exchange, restaurants, and shopping streets with the best shops. <br />Excellent choice also for those who want to taste the delicacies of Naples because there are the best pizzerias and restaurants in the city nearby. <br />Agreed parking not included in the price at 50 metres",https://a0.muscache.com/pictures/474d0f8d-c7c9-4ea5-9128-1c4736f1d424.jpg,Rossana,08/02/2019,"Mi piace definirmi un animale sociale, sono una gran chiacchierona e cerco di dare quante piÃ¹ informazioni ai miei ospiti perchÃ¨ possano vivere la mia cittÃ .",within an hour,f,"['email', 'phone', 'work_email']",t,t,"Napoli, Campania, Italy",Room in serviced apartment,Hotel room,1 private bath,"[""Smoke alarm"", ""Hot water"", ""Exterior security cameras on property"", ""Mini fridge"", ""Safe"", ""Essentials"", ""Elevator"", ""Self check-in"", ""Iron"", ""Extra pillows and blankets"", ""Bidet"", ""Room-darkening shades"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Hangers"", ""Wifi"", ""Air conditioning"", ""Bed linens"", ""TV"", ""Long term stays allowed"", ""Single level home"", ""Paid parking off premises"", ""First aid kit"", ""Building staff""]",Sin especificar,t,17/09/2024,20/08/2024,IT063049C15M5PFIE6,t,37125302.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,2.2,117.6,1.0,200.5,21,51,128,26.0,1.0,1.0,4.77,4.73,4.96,4.65,4.77,4.5,4.69,0.42
2592,17/09/2024,B&B la casa di Bruno Stanza Blu,"Classic and elegant decor, breathtaking views of Castel sant'elmo","Welcome to Naples! Located on the west coast of southern Italy, Naples is a fascinating city that is full of history. With its narrow streets, ancient palaces, and artistic treasures, it's a place you can't help but explore during your stay.<br /><br />Our property is close to several points of interest that we recommend you visit. One of these is the Basilica of San Giovanni Maggiore, an important place of worship with beautiful architecture. You can admire its frescoes and discover its thousand-year history.<br /><br />Another interesting stop is the Church of San Marcellino e Festo, a Gothic church dating back to the 13th century. Inside, you can admire the frescoes and works of art that adorn its walls.<br /><br />If you are passionate about art history, you can't miss the Statue of the Nile God. This Roman statue, located in the National Archaeological Museum of Naples, represents the Egyptian god Nile and is considered one of the most important works of antiquity.<br /><br />To i",https://a0.muscache.com/pictures/dc43ee89-b8ca-4fd9-86b3-e34d96b3101b.jpg,Giuseppe,17/01/2013,Sin especificar,Sin especificar,f,"['email', 'phone']",t,t,"Napoli, Campania, Italy",Room in bed and breakfast,Hotel room,1 private bath,"[""TV"", ""Smoking allowed"", ""Breakfast"", ""Heating"", ""Essentials"", ""Shampoo"", ""Fire extinguisher"", ""First aid kit"", ""Elevator"", ""Hangers"", ""Wifi"", ""Air conditioning"", ""Hair dryer""]",Sin especificar,t,17/09/2024,24/06/2022,Sin especificar,t,37228430.0,1.0,0.9,3.0,4.0,2.0,1.0,1.0,1.0,140.0,1.0,60.0,1,18,299,2.0,0.0,0.0,5.0,5.0,4.5,4.9,5.0,5.0,4.5,0.07
2604,17/09/2024,Fashion Loft nel cuore di Napoli,"It is located on the first floor of a building of the 900 in the commercial and central Via Toledo, in the heart of Naples; immersed in the spirit of Neapolitan tradition is located between Piazza Plebiscito, the Galleria Umberto and the Spanish quarters. Toledo Loft has 7suites and thanks to its industrial-style dÃ©cor is becoming more and more the favorite destination in the city for all those looking for a comfortable, central and at the same time glamorous and trendy accommodation. The beds are extra size.",Vi Toledo is the most central commercial area in Naples,https://a0.muscache.com/pictures/b440d110-6e79-41c6-ba0c-134024e0689d.jpg,Roberta,09/07/2014,Sin especificar,Sin especificar,f,"['email', 'phone']",t,t,"Napoli, Campania, Italy",Room in bed and breakfast,Hotel room,Sin especificar,"[""Smoke alarm"", ""Hot water"", ""TV"", ""Breakfast"", ""Host greets you"", ""Heating"", ""Essentials"", ""Shampoo"", ""Fire extinguisher"", ""First aid kit"", ""Elevator"", ""Hangers"", ""Wifi"", ""Dishes and silverware"", ""Refrigerator"", ""Air conditioning"", ""Iron"", ""Hair dryer""]",Sin especificar,t,17/09/2024,10/05/2023,Sin especificar,t,36547663.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.2,117.6,1.0,100.0,30,60,358,7.0,0.0,0.0,4.86,4.86,5.0,4.86,5.0,4.71,5.0,0.12
2609,17/09/2024,Calenda Suite 101,"Calenda suite boasts a strategic location, located in the historic center of Naples. From the B&B you can reach the main attractions Partenopee, such as San Gregorio Armeno, Cristo Velato, Duomo, Spaccanapoli, and is in the center between the central station and ports from which you can easily reach the islands.<br />The rooms are designed to give as much comfort as possible to guests; in the morning you will find an Italian breakfast at the bar in front of the property.","One of the neighborhood's highlights is Michele's ancient pizzeria, a daily destination for hundreds of tourists attracted by good Neapolitan pizza.<br />The neighborhood where the property is located is strategic for visiting the historic city center",https://a0.muscache.com/pictures/e8ec48a0-7752-4655-b465-41b9f65b5605.jpg,Filippo,11/07/2019,Sin especificar,within an hour,f,"['email', 'phone']",t,t,"Napoli, Campania, Italy",Room in bed and breakfast,Hotel room,1 private bath,"[""Hot water"", ""Safe"", ""Essentials"", ""Elevator"", ""Extra pillows and blankets"", ""Breakfast"", ""Heating"", ""Fire extinguisher"", ""Room-darkening shades"", ""Paid parking garage off premises"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Refrigerator"", ""Air conditioning"", ""Bed linens"", ""TV"", ""First aid kit""]",Sin especificar,t,17/09/2024,04/09/2023,Sin especificar,t,36629969.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,102.0,2.0,200.5,8,28,74,55.0,0.0,0.0,5.0,4.95,4.96,4.98,5.0,4.98,4.91,0.88
2634,17/09/2024,Calenda Suite 102,"Calenda suite boasts a strategic location, located in the historic center of Naples. From the B&B you can reach the main attractions Partenopee, such as San Gregorio Armeno, Cristo Velato, Duomo, Spaccanapoli, and is in the center between the central station and ports from which you can easily reach the islands.<br />Triple room with private bathroom. Modern decor with industrial references, in the morning waiting for an Italian breakfast served at the bar in front of the structure.","One of the neighborhood's highlights is Michele's ancient pizzeria, a daily destination for hundreds of tourists attracted by good Neapolitan pizza.<br />The neighborhood where the property is located is strategic for visiting the historic city center",https://a0.muscache.com/pictures/54469bd2-a504-49db-afb3-6c37de332541.jpg,Filippo,11/07/2019,Sin especificar,within an hour,f,"['email', 'phone']",t,t,"Napoli, Campania, Italy",Room in bed and breakfast,Hotel room,1 private bath,"[""Hot water"", ""Essentials"", ""Elevator"", ""Coffee maker"", ""Extra pillows and blankets"", ""Breakfast"", ""Heating"", ""Fire extinguisher"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Refrigerator"", ""Air conditioning"", ""Bed linens"", ""TV"", ""Paid parking on premises"", ""Paid parking off premises"", ""First aid kit"", ""Crib""]",Sin especificar,t,17/09/2024,21/04/2024,Sin especificar,t,36693012.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,2.2,117.6,2.0,200.5,12,31,77,36.0,1.0,0.0,4.97,4.94,5.0,5.0,4.97,4.92,4.83,0.58
